Name,Category,Feed
Azure PaaS Blog,PaaS,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzurePaaSBlog
Azure SQL Blog,Database,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureSQLBlog
Azure Space Blog,PaaS,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureSpaceBlog
Azure Stack Blog,Cloud Infrastructure,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureStackBlog
Azure Storage Blog,Cloud Infrastructure,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureStorageBlog
Azure Synapse Analytics Blog,Analytics,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureSynapseAnalyticsBlog
Azure Tools Blog,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureToolsBlog
Azure Virtual Desktop Blog,Virtualization,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureVirtualDesktopBlog
Azure for ISV and Startups Technical Blog,Architecture,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureforISVandStartupsTechnicalBlog
Ads API Blog,PaaS,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AdsAPIBlog
Community News Desk,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=CommunityNewsDesk
Configuration Manager Blog,Endpoints,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ConfigurationManagerBlog
Containers,Containers,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Containers
Core Infrastructure and Security Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=CoreInfrastructureandSecurityBlog
Corporate Communications Blog,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Corporate_Communications_Blog
Data Architecture Blog,Data,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=DataArchitectureBlog
Device Management Microsoft,Endpoints,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=DeviceManagementMicrosoft
Driving Adoption Blog,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=DrivingAdoptionBlog
Education Blog,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=EducationBlog
Educator Developer Blog,Development,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=EducatorDeveloperBlog
Excel Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ExcelBlog
Exchange,Exchange,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Exchange
FSLogix Blog,Virtualization,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=FSLogix-Blog
Fast Track Blog,Fast Track,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=FastTrackBlog
Fast Track for Azure Blog,Fast Track,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=FastTrackforAzureBlog
FinOps Blog,Finops,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=FinOpsBlog
Hardware Dev Center,Hardware,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=HardwareDevCenter
Healthcare And Life Sciences Blog,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=HealthcareAndLifeSciencesBlog
IIS Support Blog,IIS,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=IIS-Support-Blog
ILT Communication Blog,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ILTCommunicationBlog
IT Ops Talk Blog,ITOPS,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ITOpsTalkBlog
IoT Blog,IOT,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=IoTBlog
Intune Customer Success,Endpoints,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=IntuneCustomerSuccess
Linux and Open Source Blog,Linux,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=LinuxandOpenSourceBlog
M365 GCCH Community Hub Blog,Microsoft 365,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=M365GCCHCommunityHubblog-board
Manufacturing,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Manufacturing
Marketplace Blog,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Marketplace-Blog
Messaging on Azure Blog,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MessagingonAzureBlog
Microsoft Edge Insider,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftEdgeInsider
Microsoft 365 Archive Blog,Microsoft 365,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft_365_Archive_Blog
Microsoft 365 Backup Blog,Microsoft 365,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft_365_Backup_Blog
Microsoft 365 blog,Microsoft 365,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=microsoft_365blog
Microsoft 365 Copilot Blog,Copilot,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft365CopilotBlog
Microsoft 365 Insider Blog,Microsoft 365,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft365InsiderBlog
Office 365 Business Apps Blog,Microsoft 365,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Office365BusinessAppsBlog
Viva Sales Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=VivaSales-Blog
Microsoft Data Migration,Data,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftDataMigration
Defender External Attack Surface Mgmt Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=DefenderExternalAttackSurfaceMgmtBlog
Defender Threat Intelligence,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=DefenderThreatIntelligence
Vulnerability Management,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Vulnerability-Management
Microsoft Defender XDR Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftThreatProtectionBlog
Microsoft Defender Cloud Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftDefenderCloudBlog
Microsoft Defender ATP Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftDefenderATPBlog
Microsoft Defender IoT Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftDefenderIoTBlog
Microsoft Defender for Office 365 Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftDefenderforOffice365Blog
Microsoft Developer Community,Development,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzureDevCommunityBlog
Microsoft Device Ecosystem Platform Blog,Hardware,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftDeviceEcosystemPlatformBlog
Microsoft Entra Blog,Identity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=microsoft-entra-blog
Microsoft Forms Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftFormsBlog
Microsoft Graph Data Connect for SharePoint,Data,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft_Graph_Data_Connect_for_SharePo
Microsoft Industry Blog,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftIndustryBlog
Microsoft Intune blog,Endpoints,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=microsoftintuneblog
Microsoft Learn Blog,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftLearnBlog
Microsoft MVP Program Blog,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=mvp-blog
Microsoft Mechanics Blog,Architecture,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftMechanicsBlog
Microsoft Mission Critical Blog,Architecture,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftMissionCriticalBlog
Microsoft One Drive Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=OneDriveBlog
Azure Purview Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=AzurePurviewBlog
Microsoft Security Baselines,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft-Security-Baselines
microsoft security blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=microsoft-security-blog
Microsoft Security Copilot Blog,Copilot,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SecurityCopilotBlog
Microsoft Security Experts,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftSecurityExperts
Microsoft Sentinel Blog,Security,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftSentinelBlog
Microsoft SharePoint Blog,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SPBlog
Stream Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=StreamBlog
Microsoft Teams (free) Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=TeamsFreeBlog
Microsoft Teams Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftTeamsBlog
Microsoft Teams Community Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftTeamsCommunityBlog
Microsoft Teams Support,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftTeamsSupport
Microsoft USB Blog,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftUSBBlog
Microsoft Viva Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftVivaBlog
The Mixed Reality Blog,AI,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=TheMixedRealityBlog
Mixed reality link,AI,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=mixed-reality-link
Modern Work App Consult,PaaS,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ModernWorkAppConsult
Modernization Best Practices Blog,PaaS,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ModernizationBestPracticesBlog
Networking Blog,Networking,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=NetworkingBlog
Non profit Techies,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=NonprofitTechies
Office End Of Support Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=OfficeEOS
Oracle on Azure Blog,Database,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=OracleonAzureBlog
Outlook,Outlook,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Outlook
Partner Marketing as a Service Blog,Partners,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=PartnerMarketingasaServiceblog-board
Partner News,Partners,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=PartnerNews
Planner Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=PlannerBlog
Project Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ProjectBlog
Project Support,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ProjectSupport
Public Sector Blog,Communities,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=PublicSectorBlog
SAP Applications,SAP,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SAPApplications
SQL Server Blog,Database,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SQLServer
SSIS,Database,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SSIS
SQLServer Support,Database,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SQLServerSupport
Share Point Embedded,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SharePoint_Embedded
Share Point Premium Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SharePoint_Premium_Blog
Skype for Business Blog,Productivity,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Skype_for_Business_Blog
Small Basic,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SmallBasic
Small and Medium Business Blog,Microsoft 365,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft365BusinessBlog
Startups at Microsoft Blog,Architecture,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=StartupsatMicrosoftBlog
File CAB,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=FileCAB
Student Developer Blog,Development,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=StudentDeveloperBlog
Surface IT Pro,Hardware,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SurfaceITPro
Sysinternals Blog,SysInternal,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Sysinternals-Blog
System Center Blog,Endpoints,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SystemCenterBlog
Weekly Roundup Blog,Others,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=WeeklyRoundupBlog
Viva Amplify Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Amplify_Blog
Viva Connections Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Connections_Blog
Viva Engage Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Engage_Blog
Viva Glint Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Glint_Blog
Viva Glint Partnersblog board,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Glint_Partnersblog-board
Viva Insights Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Insights_Blog
Viva Learning Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Learning_Blog
Viva Pulse Blog,Collaboration,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=VivaPulse-Blog
Windows Admin Center Blog,Windows,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Windows-Admin-Center-Blog
Windows Driver Dev,Windows,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=WindowsDriverDev
Windows Hardware Certification,Windows,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=WindowsHardwareCertification
Windows IT Pro Blog,Windows,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Windows-ITPro-blog
