title,url,description,category,rating,isHighlighted
"Direct On-Prem Access to Azure Private VMSS via ILB","https://medium.com/@fieldengineer/enabling-direct-on-prem-site-access-to-azure-private-vmss-resources-via-internal-load-balancer-4a3b1b3b0a76","","Network",1,false
"Azure Charts","https://azurecharts.com","","Governance",1,true
"Azure Periodic table","https://azureperiodic.data3.com","","Infos",1,false
"Azure Services io","https://azureservices.io","","Governance",1,false
"Azure Deprecation DashBoard","https://github.com/Azure/azure-deprecation","","Infos",1,false
"Azure Status","https://status.azure.com","","Infos",1,true
"New Azure Status","https://azure.status.microsoft","","Infos",5,true
"Azure Infrastructure Map","https://infrastructuremap.microsoft.com","","Architecture",1,false
"AzSpeedTest PowerShell","https://github.com/Azure/azurespeedtest","","Latency",1,false
"SLA Calculator","https://uptime.is","","BCDR",1,false
"Official Microsoft Azure Cloud and AI Symbol / Icon Set","https://www.microsoft.com","","Stencils and icons",5,true
"sandroasp Icon Set","https://github.com/sandroasp/Microsoft-Integration-and-Azure-Stencils-Pack-for-Visio","","Stencils and icons",5,true
"Azure Docs collection","https://code.benco.io","","Stencils and icons",5,true
"ContentCollateral","https://github.com/microsoft/ContentCollateral","","Misc",1,false
"Azure Icons Libraries for Diagrams.net (Draw.io)","https://pacodelacruz.io/projects/azure-icons-drawio/","","Stencils and icons",1,false
"Diagram as code","https://irom.info","","Stencils and icons",1,false
"Azure Design Studio","https://github.com/azure/az-design","","Misc",1,false
"Draw.io Azure infrastructure diagrams","https://techcommunity.microsoft.com/t5/azure-architecture-blog/draw-io-azure-infrastructure-diagrams/ba-p/1804471","","Stencils and icons",1,false
"Azure feedback","https://feedback.azure.com","","Governance",1,false
"Taggable resources","https://github.com/Azure/azure-rest-api-specs/blob/main/specification/resources/resource-manager/Microsoft.Resources/stable/2022-09-01/resources.json","","Tags",1,false
"How to tag your resources on AWS / GCP / Azure","https://lota.cloud/blog/how-to-tag-your-resources-on-aws-gcp-azure/","","Tags",1,false
"terraform-azurerm-caf-enterprise-scale","https://github.com/Azure/terraform-azurerm-caf-enterprise-scale","","Terraform",1,false
"caf-terraform-landingzones","https://github.com/aztfmods/caf-terraform-landingzones","","Terraform",1,false
"Terraform from 0 to hero (Flavius Dinu)","https://techblog.flaviusdinu.com","","Terraform",1,false
"azure-network-terraform","https://github.com/Azure/azure-network-terraform","","Terraform",1,false
"Infracost","https://www.infracost.io","","Terraform",1,false
"Johan Vanneuville","https://github.com/johvanneuville","","Misc",1,false
"Terraform and Azure DevOps pipelines","https://build5nines.com/terraform-and-azure-devops-pipelines/","","Terraform",1,false
"Terraform labs","https://github.com/Azure/terraform","","Terraform",1,false
"How to run PowerShell scripts on Azure VMs with Terraform","https://techcommunity.microsoft.com/t5/core-infrastructure-and-security/how-to-run-powershell-scripts-on-azure-vms-with-terraform/ba-p/4126695","","Terraform",1,false
"Deploying terraform-azure-vnet-hub-spoke","https://www.jorgebernhardt.com","","Terraform",1,false
"azurefirewall-hub-spoke-demo","https://github.com/abhirockzz/azurefirewall-hub-spoke-demo","","Network",1,false
"Firewall As Code","https://gitlab.com/ironmansoftware/firewall-as-code","","Network",1,false
"Azure VM sizes","https://learn.microsoft.com/en-us/azure/virtual-machines/sizes","","Governance",1,false
"Start / Stop VMs 1","https://automys.com/library/utility-scripts/azure/startstop","","VMs",1,false
"Start / Stop VMs 2","https://github.com/azureautomation/runbooks","","VMs",1,false
"Azure VM Pricing Comparison (2024)","https://turbo360.com/blog/azure-vm-pricing-comparison-2024","","VMs",1,false
"Virtual machines selector","https://azure.microsoft.com/services/virtual-machines/selector","","VMs",1,false
"Automanage Machine Configuration","https://github.com/Azure/azure-policy/tree/master/samples/Automanage","","VMs",1,false
"vmssdashboard","https://github.com/Azure/vmssdashboard","","VMs",1,false
"asciivmssdashboard","https://github.com/Azure/asciivmssdashboard","","VMs",1,false
"Whirl CSS","https://whirl.netlify.app","","Web",1,false
"Interconnexion de Microsoft Azure (YouTube)","https://www.youtube.com/watch?v=","","Network",1,false
"100% Automated Wiki Deployment with Terraform","https://blog.devops.dev/100-automated-wiki-deployment-with-terraform-ckuq4a3w50141lfs1gkxw4qpr","","Misc",1,false
"100% Managed Wiki Deployment","https://medium.com/@yourandlee/100-managed-wiki-deployment-7e7c9b2b2edc","","Misc",1,false
"Emoji Cheat Sheet","https://www.webfx.com/tools/emoji-cheat-sheet/","","Stencils and icons",1,false
"Dronestock","https://dronestock.com","","Photos",1,false
"Pexels","https://www.pexels.com","","Photos",1,false
"Pixabay","https://pixabay.com","","Photos",1,false
"EcoLogits","https://ecologits.ai/latest/","","Sustainability",3,true
"Google Trends","https://trends.google.fr/trends/","","SEO",0,false
"Site-Shot","https://www.site-shot.com/","","Tools",0,true
"21st.dev","https://21st.dev/","","Misc",0,false
"Sam Cogan","https://samcogan.com/","","Misc",0,false
"Service Health Status","https://status.cloud.microsoft/","","Infos",5,true
"quotescover.com","https://quotescover.com/tools/online-quotes-maker","","Quotes",0,false
"quofast.com","https://quofast.com/quote-maker/","","Quotes",0,false
"quotemaker.in","https://www.quotemaker.in/online-quote-creator/","","Quotes",0,false
"pixkreator.com","https://pixkreator.com/app/","","Quotes",0,false
"fotor.com","https://www.fotor.com/design","","Quotes",0,false
"wpsmartsolutions.com","https://wpsmartsolutions.com/quote-maker/","","Quotes",0,false
"highclap.com","https://www.highclap.com/free-online-quote-maker/","","Quotes",0,false
"Google Opal","https://opal.google/landing/","","AI",5,false
"Security checks","https://www.malwarearchaeology.com/cheat-sheets/","","Security",0,false
"MFA demo site","https://woodgroveemployee.azurewebsites.net/landing","","Security",0,false
"Nuclei CLI - Open Source vulnerability scanner","https://github.com/projectdiscovery/nuclei","","Security",0,false
"Microsoft Cybersecurity Reference Architectures","https://learn.microsoft.com/en-us/security/adoption/mcra","","Security",0,true
"Azurcar","https://github.com/nccgroup/azucar","","Security",0,false
"ScoutSuite","https://github.com/nccgroup/ScoutSuite","","Security",0,false
"DevOpsKit","https://github.com/azsk/DevOpsKit-docs","","Security",0,false
"SkyArk","https://github.com/cyberark/SkyArk","","Security",0,false
"MicroBurst: A PowerShell Toolkit for Attacking Azure","https://github.com/NetSPI/MicroBurst","","Security",0,false
"Stormspotter","https://github.com/Azure/Stormspotter","","Security",0,false
"Cloud Katana","https://github.com/Azure/Cloud-Katana","","Security",0,false
"Microsoft Azure Security Control Mappings to MITRE ATT&CK","https://center-for-threat-informed-defense.github.io/security-stack-mappings/Azure/README.html","","Security",0,true
"AzureHunter","https://github.com/darkquasar/AzureHunter","","Security",0,true
"Microsoft CVE","https://msrc.microsoft.com/update-guide/vulnerability","","Security",0,true
"Azure Review Checklists","https://github.com/Azure/review-checklists","","Security",0,false
"CloudSploit","https://github.com/aquasecurity/cloud-security-remediation-guides","","Security",0,false
"cloud-security-vulnerabilities","https://github.com/hashishrajan/cloud-security-vulnerabilities","","Security",0,false
"Cybersecurity-jobs-skills-workshop","https://github.com/microsoft/Cybersecurity-jobs-skills-workshop","","Security",0,false
"HackTricks","https://book.hacktricks.wiki/en/index.html","","Security",0,false
"automatic-secrets-rotation","https://github.com/Thialala/automatic-secrets-rotation","","Security",0,false
"Depixelization_poc","https://github.com/spipm/Depixelization_poc","","Security",0,false
"Snoop","https://github.com/snooppr/snoop/blob/master/README.fr.md","","Security",0,false
"Get Azure bearer token","https://resources.azure.com/api/token?plaintext=true","","Security",0,false
"web-check","https://github.com/Lissy93/web-check","","Security",0,false
"root-me.","https://www.root-me.org/","","Security",0,false
"GraphRunner","https://github.com/dafthack/GraphRunner","","Security",0,false
"Public buckets","https://buckets.grayhatwarfare.com/","","Security",0,false
"Azure Silhouette","https://github.com/labyrinthinesecurity/silhouette","","Security",0,false
"web-check","https://web-check.xyz/","","Security",0,false
"edr-telemetry","https://www.edr-telemetry.com/","","Security",0,false
"CISO Assistant","https://github.com/intuitem/ciso-assistant-community","","Security",0,false
"Maester","https://maester.dev/","","Security",0,false
"azure-networking","https://github.com/nehalineogi/azure-networking/tree/main","","Network",5,true
"Copilot Developer Camp","https://microsoft.github.io/copilot-camp/","","Copilot",0,false
"Azure DevOps Labs","https://www.azuredevopslabs.com/","","DevOps",0,false
"Azure Network latency","https://latency.azure.cloud63.fr/","","Latency",5,true
"Azure Speed","https://www.azurespeed.com/Azure/Latency","","Latency",5,true
"Azure Region Span","https://regionspan.azure.cloud63.fr/","","Latency",5,true
"thispersondoesnotexist","https://thispersondoesnotexist.com/","","AI",5,true
"brouteurs","https://brouteurs.krbk.dev/","","AI",0,false
"Fake Name Generator","https://www.fakenamegenerator.com/","","AI",0,false
"SUNO AI","https://suno.com/home","","AI",0,false
"Azure hacking","https://azurehacking.com/index.html","","Security",0,false
"quotemaker.app","https://quotemaker.app","","Quotes",0,false
"quotestudio.in","https://quotestudio.in/custome_quote","","Quotes",0,false
"gbordier","https://github.com/gbordier/gbordier.github.io/blob/main/PRIVATE_SERVICE_ENDPOINT.md","","Network",0,false
"Mandatory security rules & routes required for Azure SQL Managed Instance in Bicep","https://gist.github.com/riosengineer/3cbb4bf725030d0ee54f3944a35427d8","","Network",0,false
"quickquotemaker.com","https://quickquotemaker.com","","Quotes",5,true
"https://network-cheatsheet.azure.cloud63.fr","https://network-cheatsheet.azure.cloud63.fr","","Network",5,true
"https://azurefeed.news","https://azurefeed.news/","","Infos",5,true
"CoreInfra","https://github.com/MeriemAyari/CoreInfra-public","","Cloud Services",5,true
"nooblogaurus.online","https://nooblogaurus.online/","","Security",0,false
"collective.work","https://www.collective.work/","","Jobs",0,false
"netbobr.com","https://netbobr.com/","Firewall Request Risk Analyzer","Security",5,true
"Azure Talk Blog","https://blog.zuehlke.cloud/","","New",0,false
"Free Ebooks and whitepapers","https://azure.microsoft.com/en-us/resources/whitepapers/search/?type=WhitePaperResource","","Architecture",0,false
"Azure services limits","https://docs.microsoft.com/en-us/azure/azure-resource-manager/management/azure-subscription-service-limits","","Architecture",0,false
"Cloud Adoption Framework CAF","https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/","","Architecture",0,false
"Well Architected Framework WAF","https://learn.microsoft.com/en-us/azure/architecture/framework/","","Architecture",0,false
"https://social.technet.microsoft.com/wiki/contents/articles/630.microsoft-azure-survival-guide.aspx","https://social.technet.microsoft.com/wiki/contents/articles/630.microsoft-azure-survival-guide.aspx","","Architecture",0,false
"https://social.technet.microsoft.com/wiki/contents/articles/33800.azure-iaas-v2-arm-design-series-azure-subscriptions.aspx","https://social.technet.microsoft.com/wiki/contents/articles/33800.azure-iaas-v2-arm-design-series-azure-subscriptions.aspx","","Architecture",0,false
"Azure offers details","https://azure.microsoft.com/en-us/support/legal/offer-details/","","Architecture",0,false
"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/decision-guides/subscriptions/","https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/decision-guides/subscriptions/","","Architecture",0,false
"https://docs.microsoft.com/en-us/azure/role-based-access-control/built-in-roles","https://docs.microsoft.com/en-us/azure/role-based-access-control/built-in-roles","","Architecture",0,false
"Azure Reference Architectures","https://docs.microsoft.com/en-us/azure/architecture/browse/","","Architecture",0,false
"Cloud adoption antipatterns","https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/antipatterns/antipatterns-to-avoid","","Architecture",0,false
"Azure supported workloads","https://docs.microsoft.com/en-US/troubleshoot/azure/virtual-machines/server-software-support","","Architecture",0,false
"Microsoft Assessments and review","https://docs.microsoft.com/en-us/assessments/?mode=home","","Architecture",0,false
"Docs Update Tracker","https://docsupdatetracker.net/","","Doc tracker",5,true
"Landing Zone mission-critical","https://learn.microsoft.com/en-us/azure/architecture/reference-architectures/containers/aks-mission-critical/mission-critical-landing-zone","","Architecture",0,false
"Azure Quick Review","https://github.com/Azure/azqr","","Architecture",0,false
"Azure Sandbox","https://learn.microsoft.com/en-us/azure/architecture/guide/azure-sandbox/azure-sandbox","","Architecture",0,false
"Azure Dev Center","https://github.com/Azure-Samples/DevCenter","","Architecture",0,false
"CAF Additional resources","https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-setup-guide/staying-current?tabs=AdditionalResources#tabpanel_1_AdditionalResources","","Architecture",0,false
"Cloud Adoption Framework Tools and Templates","https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/resources/tools-templates","","Architecture",0,false
"MOAW","https://microsoft.github.io/moaw/","","Architecture",0,false
"Azure Landing Zone catalog","https://github.com/oliverlabs/alz-catalogue","","Architecture",0,false
"https://azureanimations.github.io/","https://azureanimations.github.io/","","Architecture",5,true
"Azure Quickstart Templates","https://azure.microsoft.com/en-us/resources/templates/","","ARM",0,false
"ARMViz","http://armviz.io/","","ARM",0,false
"Azure resource explorer","https://resources.azure.com/","","ARM",0,false
"Rest API Browser","https://docs.microsoft.com/en-us/rest/api/?view=Azure","","ARM",0,false
"Log Analytics Query Portal","https://portal.loganalytics.io/demo#/query/main","","Analytics and monitoring",0,false
"Kusto explorer","https://docs.microsoft.com/en-us/azure/data-explorer/kusto/tools/kusto-explorer","","Analytics and monitoring",0,false
"Monitoring Azure by using Grafana dashboards","https://devblogs.microsoft.com/devops/monitoring-azure-by-using-grafana-dashboards/","","Analytics and monitoring",0,false
"Azure Monitor Community","https://github.com/microsoft/AzureMonitorCommunity","","Analytics and monitoring",0,false
"Log Analytics cost","https://trstringer.com/log-analytics-expensive-part-1-discovery/","","Analytics and monitoring",0,false
"azure-monitoring-certificates","https://blog.smartcloudarchitect.fr/azure-monitoring-certificates","","Analytics and monitoring",0,false
"Azure Monitor Logs table reference","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/tables-category","","Analytics and monitoring",0,false
"AMBA","https://techcommunity.microsoft.com/t5/azure-governance-and-management/azure-monitor-baseline-alerts-amba-for-azure-landing-zone-alz-is/ba-p/3936951","","Analytics and monitoring",0,false
"Tenant availability check 1","https://account.azure.com/organization","","Entra Id",0,false
"Tenant availability check 2","https://o365.rocks/","","Entra Id",0,false
"https://gettenantpartitionweb.azurewebsites.net/","https://gettenantpartitionweb.azurewebsites.net/","","Entra Id",0,false
"Interactive authentication","https://microsoft.com/devicelogin/","","Entra Id",0,false
"Azure Active Directory admin center","http://aad.portal.azure.com/","","Entra Id",0,false
"Azure AD Exporter","https://github.com/microsoft/azureadexporter/","","Entra Id",0,false
"Azure AD Big Picture","https://raw.githubusercontent.com/msandbu/azuread/main/AzureAD%20Big%20picture.jpg","","Entra Id",0,false
"Microsoft Graph Changelog","https://developer.microsoft.com/en-us/graph/changelog/?search=","","Entra Id",0,false
"Azure AD Security Config Analyzer (AADSCA)","https://github.com/Cloud-Architekt/AzureAD-Attack-Defense/blob/main/AADSecurityConfigAnalyzer.md","","Entra Id",0,false
"Azure-AccessPermissions","https://github.com/csandker/Azure-AccessPermissions","","Entra Id",0,false
"Decode, verify and generate Token","https://jwt.io/","","Entra Id",0,false
"AAD Osint tool","https://aadinternals.com/osint/","","Entra Id",0,false
"https://myaccount.microsoft.com/groups/groups-i-belong-to","https://myaccount.microsoft.com/groups/groups-i-belong-to","","Entra Id",0,false
"https://cyberchef.org/","https://cyberchef.org/","","Entra Id",0,false
"https://graphpermissions.merill.net/permission/","https://graphpermissions.merill.net/permission/","","Entra Id",0,false
"Bicep from 0 to hero","https://github.com/rchaganti/bicepbookexamples","","Bicep",0,false
"Convert ARM to Bicep online","https://bicep.kwitantie.app/","","Bicep",0,false
"Bicep playground","https://azure.github.io/bicep/","","Bicep",0,false
"Official certifications training poster","https://aka.ms/TrainCertPoster","","Certifications",5,true
"Browse Certifications by roles","https://learn.microsoft.com/en-us/certifications/","","Certifications",0,false
"Microsoft Learn","https://docs.microsoft.com/en-us/learn/","","Certifications",0,false
"Exam Sandbox","https://aka.ms/examdemo","","Certifications",0,false
"Microsoft learn community","https://techcommunity.microsoft.com/t5/microsoft-learn/ct-p/MicrosoftLearn","","Certifications",0,false
"Practice Assessments for Microsoft Certifications","https://learn.microsoft.com/en-us/certifications/practice-assessments-for-microsoft-certifications","","Certifications",0,false
"Practice Assessments for Microsoft Certifications 2","https://techcommunity.microsoft.com/t5/microsoft-learn-blog/prep-for-certification-exams-with-free-practice-assessments-on/ba-p/3666866","","Certifications",0,false
"Azure Open Source Labs","https://learn.microsoft.com/en-us/samples/azure-samples/azure-opensource-labs/azure-opensource-labs/","","Certifications",0,false
"Public Cloud Services Comparison","https://comparecloud.in/","","Cloud Services Comparison",0,false
"Compare AWS and Azure services to Google Cloud","https://cloud.google.com/free/docs/aws-azure-gcp-service-comparison","","Cloud Services Comparison",0,false
"Compare Azure and AWS services","https://docs.microsoft.com/en-us/azure/architecture/aws-professional/services","","Cloud Services Comparison",0,false
"Azure MarketPlace","https://azuremarketplace.microsoft.com/en-us/","","Cloud Services Comparison",0,false
"Microsoft compliance offerings","https://docs.microsoft.com/en-us/compliance/regulatory/offering-home?view=o365-worldwide","","Compliance",0,false
"Microsoft Privacy Statement","https://privacy.microsoft.com/en-us/privacystatement","","Compliance",0,false
"Microsoft trust center","https://www.microsoft.com/en-us/trust-center","","Compliance",0,false
"Service trust portal","https://servicetrust.microsoft.com/","","Compliance",0,false
"Compliance Manager portal","https://servicetrust.microsoft.com/ComplianceManager/V3#","","Compliance",0,false
"Private DNS Resolver","https://blog.teknews.cloud/network/2024/10/27/Back_tobasics_About_Private_DNS_Resolver.html","","DNS",0,false
"Azure Data Explorer","https://dataexplorer.azure.com/","","Data",0,false
"Azure Orphan Resources workbook","https://techcommunity.microsoft.com/t5/fasttrack-for-azure/azure-orphan-resources/ba-p/3492198","","DashBoards",0,false
"Network Security Dashboard for Microsoft Defender for Cloud","https://github.com/Azure/Microsoft-Defender-for-Cloud/tree/main/Workbooks/Network%20Security%20Dashboard","","DashBoards",0,false
"CCO GitHub Contributions Dashboard","https://github.com/Azure/CCOInsights#cco-github-contributions-dashboard","","DashBoards",0,false
"CCO ADO Contributions Dashboard","https://github.com/Azure/CCOInsights#cco-ado-contributions-dashboard","","DashBoards",0,false
"Azure Hybrid Benefit Workbook","https://github.com/arthurclares/AzureHybridBenefitWorkbook","","DashBoards",0,false
"AKS Security Workbook","https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/new-azure-kubernetes-service-aks-security-workbook/ba-p/1867134","","DashBoards",0,false
"Azure Hybrid Benefits Workbook","https://techcommunity.microsoft.com/t5/healthcare-and-life-sciences/tracking-azure-hybrid-benefit-using-azure-workbooks/ba-p/3798857","","DashBoards",0,false
"Azure Saving Plans Dashboard","https://techcommunity.microsoft.com/t5/core-infrastructure-and-security/azure-savings-dashboard/ba-p/3816131","","DashBoards",0,false
"Azure Cost Management Dashboard","https://github.com/sairashaik6677/azure-costmanagement-dashboard","","DashBoards",0,false
"Cloud Roles and Operations Management DashBoard","https://github.com/Azure/cloud-rolesandops","","DashBoards",0,false
"Azure Service Retirement Workbook","https://learn.microsoft.com/en-us/azure/advisor/advisor-how-to-plan-migration-workloads-service-retirement","","DashBoards",0,false
"Azure Inventory Workbook","https://github.com/scautomation/Azure-Inventory-Workbook","","DashBoards",0,false
"https://github.com/4R9UN/Cloud-Events/tree/main","https://github.com/4R9UN/Cloud-Events/tree/main","","DashBoards",0,false
"Learn git branching","https://learngitbranching.js.org/","","DevOps",0,false
"Azure DevOps Labs","https://azuredevopslabs.com/","","DevOps",0,false
"Azure DevOps Demo Generator","https://azuredevopsdemogenerator.azurewebsites.net/","","DevOps",0,false
"Azure DevOps Organization","https://aex.dev.azure.com/","","DevOps",0,false
"Devops Resources","https://github.com/bregman-arie/devops-resources","","DevOps",0,false
"Devops Bookmark","https://www.devopsbookmarks.org/","","DevOps",0,false
"Devops roadmap","https://roadmap.sh/","","DevOps",0,false
"The Microsoft Azure Developer's Cheat Sheet","https://github.com/milanm/azure-cheat-sheet","","DevOps",0,false
"awesome-french-devops","https://github.com/stephrobert/awesome-french-devops/","","DevOps",0,false
"Secret scanning in Azure DevOps","https://johnlokerse.dev/2023/05/24/secret-scanning-in-azure-devops-with-defender-for-devops/","","DevOps",0,false
"CNCF Cloud Native Interactive Landscape","https://landscape.cncf.io/","","DevOps",0,false
"https://www.conventionalcommits.org/","https://www.conventionalcommits.org/","","DevOps",0,false
"devsecops-periodic-table","https://digital.ai/learn/devsecops-periodic-table/","","DevOps",0,false
"Continuous Delivery Landscape","https://landscape.cd.foundation/","","DevOps",0,false
"DevOps Anti-Types","https://web.devopstopologies.com/#anti-types","","DevOps",0,false
"https://rios.engineer/","https://rios.engineer/","","DevOps",0,false
"https://explainshell.com/","https://explainshell.com/","","DevOps",0,false
"Le journalduhacker","https://www.journalduhacker.net/","","DevOps News",0,false
"Human Coders News","https://news.humancoders.com/","","DevOps News",0,false
"Dev.to","https://dev.to/","","DevOps News",0,false
"Developers Events","https://developers.events/","","Events",0,false
"Total Cost of Ownership (TCO) Calculator","https://azure.microsoft.com/en-us/pricing/tco/calculator/","","FinOps",0,false
"Azure Pricing calculator","https://azure.microsoft.com/en-us/pricing/calculator/","","FinOps",0,false
"Strategies to realizing Cost Savings in Azure","https://docs.microsoft.com/fr-fr/archive/blogs/girishp/strategies-to-realizing-cost-savings-in-azure","","FinOps",0,false
"Budget Alert in Teams","https://github.com/Azure/AzureBudgetAlert-in-Teams","","FinOps",0,false
"Azure Optimization Engine (AOE)","https://github.com/helderpinto/AzureOptimizationEngine","","FinOps",0,false
"Microsoft Defender for Cloud Price Estimation Dashboard","https://techcommunity.microsoft.com/t5/microsoft-defender-for-cloud/microsoft-defender-for-cloud-price-estimation-dashboard/ba-p/3247622","","FinOps",0,false
"Cost optimization pillar","https://docs.microsoft.com/en-us/azure/architecture/framework/cost/overview","","FinOps",0,false
"Azure Cost Reporting PBI","https://github.com/chris-bowman/Azure-Cost-Reporting/tree/main/Power%20BI%20Report","","FinOps",0,false
"Project Bose: Cost of an Enterprise by cost centers","https://techcommunity.microsoft.com/t5/azure-architecture-blog/codename-project-bose-calculate-azure-cost-of-an-enterprise-by/ba-p/3741295","","FinOps",0,false
"The Azure FinOps guide","https://techcommunity.microsoft.com/t5/fasttrack-for-azure/the-azure-finops-guide/ba-p/3704132","","FinOps",0,false
"Azure Cost Cli","https://github.com/mivano/azure-cost-cli","","FinOps",0,false
"FinOps whitepaper","https://azure.microsoft.com/en-us/resources/finops-with-azure-bringing-finops-to-life-through-organizational-and-cultural-alignment/","","FinOps",0,false
"What causes Azure costs to increase","https://www.serverless360.com/blog/what-causes-azure-costs-to-increase","","FinOps",0,false
"finops-toolkit v0.1.1","https://github.com/microsoft/finops-toolkit/releases/tag/v0.1.1","","FinOps",0,false
"Optimize Your Azure Costs","https://techcommunity.microsoft.com/t5/core-infrastructure-and-security/optimize-your-azure-costs/ba-p/4064181","","FinOps",0,false
"https://microsoft.github.io/finops-toolkit/","https://microsoft.github.io/finops-toolkit/","","FinOps",0,false
"Apply AHB at Scale","https://techcommunity.microsoft.com/blog/modernizationbestpracticesblog/apply-azure-hybrid-benefits-at-scale-for-azure-sql/3969339","","FinOps",0,false
"Get Azure Cost Estimates in Azure DevOps PR Comments with Bicep","https://rios.engineer/get-azure-cost-estimates-in-azure-devops-pr-comments-with-bicep/","","FinOps",0,false
"Goodtechthings.com","https://www.goodtechthings.com/","","Fun",0,false
"geekprank","https://geekprank.com/","","Fun",5,true
"GitHub emoji cheat sheet","https://github.com/ikatyang/emoji-cheat-sheet/blob/master/README.md","","GitHub",0,false
